,body,cites_papers
997,excavations in Pesciara  and Monte Postale sites  palaeoecology and  taphonomy of fish assemblages of Eocene Bolca,[6757592]
998,Excavations in Pesciara and  Monte Postale give insights into fish palaeoecology and  taphonomy from Bolca Lagersttte  ,[6757592]
999,Atmospheric carbon dioxide and climate change since the Late Jurassic  150Ma  a global carbon cycle model  ,[6763947]
1000,E  Triassic polar predator ecosystem revealed by vertebrate coprolites from Bulgo Sandstone of S E  Australia  ,[6763948]
1001,New Minisauripus site from Lower Cretaceous of China  Tracks of small adults or juveniles?  ,[6763949]
1002,"""A new Minisauripus site from the Lower Cretaceous of China  Tracks of small adults or juveniles?""",[6763949]
1003,OS Carbon-based phytoplankton size classes retrieved via ocean color estimates of the particle size distribution,[6774644]
1004,Oceanography OS  Carbon-based phytoplankton size classes retrieved via ocean color estimates of the particle size,[6774644]
1005,"CP Ocean carbon cycling during the past 130,000 years  a pilot study on inverse paleoclimate record modelling",[6779361]
1006,"Ocean carbon cycling during the past 130,000 years  a pilot study on inverse paleoclimate record modelling  O",[6779361]
1007,"Ocean carbon cycling during the past 130,000 years  a pilot study on inverse paleoclimate record modelling",[6779361]
1008,"New paper  Ocean carbon cycling during the past 130,000 years  a pilot study on inverse paleoclimate record m",[6779361]
1009,General models of ecological diversification I and II and,"[6815271,6815274]"
1010,Global trends of pCO2 across KPg supported by 1st S  Hemisphere stomatal proxy-based pCO2 reconstruction  OA,[6827269]
1011,"Study of ~60,000 year record of foraminifera from the Gulf of Alaska identifies no-analog fossil assemblages",[6836432]
1012,Belanger et al  develop tests for down-slope transport of benthic forams using modern-analogue data from Gulf Alaska,[6836432]
1013,Benthic foraminiferal faunas reveal transport dynamics and no-analog environments on a glaciated margin,[6836432]
1014,"New issue of Paleobiology out, with a nice paper on late Pz ice age paleoecology in ice-proximal areas",[6838310]
1015,"Redescription ofE  Triassic Saurichthys madagascariensis, and  the E  saurichthyid morphotype    - v",[6846249]
1016,"The Saurichthys revolution continues, with a redescription of the Early Triassic S  madagascarensis",[6846249]
1017,"Protomiamia yangigen  et sp  nov , a sexually dimorphic Palaeozoic stem-Orthoptera    - v",[6852120]
1018,"New online  Protomiamia yangi  Pennsylvanian  Xiaheyan, China , a sexually dimorphic Palaeozoic stem-Orthoptera",[6852120]
1019,300Ma old remote relative of crickets and  grasshoppers  Male 2/3 size of female  FossilFriday,[6852120]
1020,"New online  Protomiamia yangi  Pennsylvanian  Xiaheyan, China , a sexually dimorphic Palaeozoic stem-Orthoptera ",[6852120]
1021,300Ma old remote relative of crickets and  grasshoppers  Male 2/3 size of female  FossilFriday ht,[6852120]
1022,"Protomiamia yangi gen  et sp  nov   Early Pennsylvanian  China , a sexually dimorphic Palaeozoic stem-Orthoptera",[6852120]
1023,OS Seasonal and interannual variability of coccolithophore blooms in  the North East-Atlantic Ocean from a 18-yea,[6860575]
1024,Oceanography OS  Seasonal and interannual variability of coccolithophore blooms in  the North East-Atlantic Ocean,[6860575]
1025,Open Access UCL Research  Revisiting carbonate chemistry controls on planktic foraminifera Mg/Ca  implications,[6862567]
1026,New plotopterid material described by Mayr and  Goedert in,[6870561]
1027,"New Eo-Oligocene remains of plotopterids from W  Washington State, US    - v",[6870561]
1028,New plotopterids from WA,[6870561]
1029,"New pub  Klallamornis and  Olympidyptes, flightless penguin-like birds from Eo-Oligocene of WA",[6870561]
1030,"New pub  Klallamornis and  Olympidyptes, flightless penguin-like birds from Eo-Oligocene of WA ",[6870561]
1031,"New late Eocene and  Oligocene remains of flightless penguin-like plotopterids, western Washington State  ornithology",[6870561]
1032,"New late Eocene and  Oligocene remains of flightless penguin-like plotopterids, western Washington State",[6870561]
1033,"New ichnotaxon, Lepeichnus giberti, and new ichnological concept  Ichnogeny are presented    FossilFriday ",[6871254]
1034,"New ichnotaxon, Lepeichnus giberti, and new ichnological concept  Ichnogeny are presented    FossilFriday",[6871254]
1035,New trace fossil named in honour of the much-missed Jordi de Gibert introduces concept of  ichnogeny,[6871254]
1036,CP A  413-year  tree-ring  based  April-July  minimum  temperature  reconstruction and its implications on the ex,[6887809]
1037,A 413-year tree-ring based April-July minimum temperature reconstruction and its implications on the extreme,[6887809]
1038,A  413-year  tree-ring  based  April-July  minimum  temperature  reconstruction and its implications on the ex,[6887809]
1039,New paper  A  413-year  tree-ring  based  April-July  minimum  temperature  reconstruction and its implication,[6887809]
1040,"Oceanography OS  Design and validation of MEDRYS, a Mediterranean Sea  reanalysis over the period 19922013",[6896232]
1041,"OS Design and validation of MEDRYS, a Mediterranean Sea  reanalysis over the period 19922013",[6896232]
1042,Earliest record of the genusLariosaurusfrom M  Triassic of Germanic Basin    - v,[6904822]
1043,New in    Judy Massare and    have a look at Ichthyosaurus  marinereptiles,[6916865]
1044,"Oi, what's this paywall doing around you paper?     Also, congrats, looks awesome!",[6916865]
1045,"New specimen ofIchthyosaurus conybeari from Somerset, U K , and  a re-examination of species    - v",[6916865]
1046,Ostracods as proxies for past  seagrass,[6935770]
1047,OS Restoration of the Baltic Proper by decadal oxygenation of the deepwater,[6939836]
1048,Oceanography OS  Restoration of the Baltic Proper by decadal oxygenation of the deepwater,[6939836]
1049,"New online  Gabaleryon, a new genus of widespread early Toarcian polychelidan lobsters",[6945295]
1050,"Gabaleryon, a new genus of widespread early Toarcian polychelidan lobsters    - v",[6945295]
1051,"Gabaleryon, a new genus of widespread early Toarcian polychelidan lobsters",[6945295]
1052,"FossilFriday Jurassic polychelidan lobster recently described from Brenoux, France",[6945295]
1053,New paper  Changes in Holocene meridional circulation and poleward Atlantic flow  the Bay of Biscay as a nodal point,[6947099]
1054,Changes in Holocene meridional circulation and poleward Atlantic flow  the Bay of Biscay as a nodal point,[6947099]
1055,Greenland warming during the last interglacial  the relative importance of insolation and oceanic changes,[6960050]
1056,Greenland warming during the last interglacial  the relative importance of insolation and oceanic changes  Gre,[6960050]
1057,Greenland warming during the last interglacial  the relative importance of insolation and oceanic changes  climate,[6960050]
1058,CP Greenland warming during the last interglacial  the relative importance of insolation and oceanic changes,[6960050]
1059,New paper  Greenland warming during the last interglacial  the relative importance of insolation and oceanic changes,[6960050]
1060,OS Mapping turbulent diffusivity associated with oceanic internal lee waves offshore Costa Rica,[6961047]
1061,Oceanography OS  Mapping turbulent diffusivity associated with oceanic internal lee waves offshore Costa Rica,[6961047]
1062,5 Myr old  Deinotherium bone fragment is so far the oldest mammal bone found from  Finland,[6967137]
1063,Bet you didn't see this coming  a Miocene  Deinotherium from Finland! Congrats   et al !,[6967137]
1064,5 mill yrs old  deinotherium fossil from Finland! Ping,[6967137]
1065,Here,[6967137]
1066,A 5 million year old Deinotherium found in Finland  Perfect for  PlioceneWeek HT,[6967137]
1067,Stable isotopes show resource partitioning among E  Late Miocene herbivore community at Rudabnya II  ,[6979823]
1068,The effect of greenhouse gas concentrations and ice sheets on the glacial AMOC in a coupled climate model,[6979855]
1069,CP The effect of greenhouse gas concentrations and ice sheets on the glacial AMOC in a coupled climate model,[6979855]
1070,The effect of greenhouse gas concentrations and ice sheets on the glacial AMOC in a coupled climate model  Th,[6979855]
1071,New paper  The effect of greenhouse gas concentrations and ice sheets on the glacial AMOC in a coupled climate model,[6979855]
1072,    Fish feeding trace fossil  Lower Devonian of the Holy Cross Mountains,[7060928]
1073,"Fish feeding trace fossil from the Lower Devonian of the Holy Cross Mountains  Osculichnus  literally, kiss mark",[7060928]
1074,Fun trace fossil  imprints of lungfish noses rooting in Early Devonian mud!,[7060928]
1075,"Diet and locomotion, but not body size, differentiate mammal communities in worldwide tropical ecosystems",[7060937]
1076,"    Diet and locomotion,not body size, differentiate mammal communities in  tropical ecosystems",[7060937]
1077,New mammal faunal data from Bolivia that shows end of S  American M  Miocene Climatic Optimum    - v,[7065643]
1078,"New mammal faunal data from Cerdas, Bolivia",[7065643]
1079,New online  Fossil evidence of social insect commensalism in the Phoridae  Insecta  Diptera,[7065667]
1080,Fossil evidence of social insect commensalism in the Phoridae    - v,[7065667]
1081,Fossil evidence of social insect commensalism in the Phoridae  Insecta  Diptera,[7065667]
1082,Systematic description of putative animal  fossils from the early Ediacaran Lantian Formation of South China,[7069723]
1083,Earth's earliest animals? New Ediacaran fossils provide tantalizing evidence  fossilfriday,[7069723]
1084,Systematic description of putative animal fossils from the early Ediacaran Lantian Formation of South China,[7069723]
1085,Do you want to know more about the diet of sabertooth cats and other Miocene predators? Check out  CC/,[7075345]
1086,A colleague just mocked the title of my latest paper  Let me know what you think,[7083947]
1087,"Organic matter in U  Albian marine sediments in High-Tatric units, C  W  Carpathians and  Oceanic Anoxic Event 1d  ",[7087977]
1088,Our new paper on lake variability during the last 900 years in Lutzow-Holm Bay  Antarctica  diatoms,[7090797]
1089,Our new paper on lake variability during the last 900 years in Lutzow-Holm Bay  Antarctica  diatoms    ,[7090797]
1090,"New paper  Bergstrm et al in press  Upper Ordovician 13C chemostrat, K-bentonite strat, and  biostrat in Scandinavia",[7096882]
1091,"""In press"" version of this paper can be checked and downloaded from",[7099265]
1092,Stable isotopes in fossil mammal teeth and  environmental change in S W  S  Africa during Plio-Pleistocene  ,[7109994]
1093,Proliferation of MISS-related microbial mats post P-T mass extinction in N  Paleo-Tethys  Evidence from W  China  ,[7109995]
1094,OS Projected sea level rise and changes in extreme storm surge and wave events during the 21st century in the reg,[7111749]
1095,Oceanography OS  Projected sea level rise and changes in extreme storm surge and wave events during the 21st cent,[7111749]
1096,New science paper estimates future risk of coastal flooding in Singapore,[7111749]
1097,Ichnology and  variability in Cenozoic Niger Delta  e g 's from cores in coastal swamp and  offshore depobelts  ,[7120750]
1098,Benthic forams record environmental perturbations during Portugese Late PliensbachianEarly Toarcian interval  ,[7120751]
1099,New results on solar wind driver efficiency and polar cap saturation   JGRSpace  SpaceWeather,[7130808]
1100,New info on  mammoths and   mastodons fr western Canada incl  RAM specimens  See  paleontology,[7132154]
1101,"""Taxonomy, location of origin, and health status of proboscideans from "" by J Z Metcalfe, F Longstaffe et al",[7132154]
1102,New info on  mammoths and   mastodons fr western Canada incl  RAM specimens  See  paleontology ,[7132154]
